libdc1394 error: Failed to initialize libdc1394
Training net...

Iteration     0: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 2.104358 
Iteration 21600: accuracy_at_1 = 53.12%; accuracy_at_5 = 75.00%; loss = 1.939129  (1.404578 s/it)
Iteration 21610: accuracy_at_1 = 37.50%; accuracy_at_5 = 75.00%; loss = 2.064337  (1.403836 s/it)
Iteration 21620: accuracy_at_1 = 45.31%; accuracy_at_5 = 68.75%; loss = 2.131431  (1.404069 s/it)
Iteration 21630: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.830287  (1.404627 s/it)
Iteration 21640: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 1.935426  (1.403976 s/it)
Iteration 21650: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.839871  (1.404253 s/it)
Iteration 21660: accuracy_at_1 = 37.50%; accuracy_at_5 = 70.31%; loss = 2.191639  (1.404787 s/it)
Iteration 21670: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.705931  (1.403996 s/it)
Iteration 21680: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.62%; loss = 2.257212  (1.404948 s/it)
Iteration 21690: accuracy_at_1 = 35.94%; accuracy_at_5 = 60.94%; loss = 2.466500  (1.404439 s/it)
Iteration 21700: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.881474  (1.404311 s/it)
Iteration 21710: accuracy_at_1 = 48.44%; accuracy_at_5 = 68.75%; loss = 2.148503  (1.404265 s/it)
Iteration 21720: accuracy_at_1 = 35.94%; accuracy_at_5 = 75.00%; loss = 2.088805  (1.404494 s/it)
Iteration 21730: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 2.045355  (1.404720 s/it)
Iteration 21740: accuracy_at_1 = 56.25%; accuracy_at_5 = 87.50%; loss = 1.689319  (1.405019 s/it)
Iteration 21750: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.878959  (1.405053 s/it)
Iteration 21760: accuracy_at_1 = 32.81%; accuracy_at_5 = 79.69%; loss = 1.998809  (1.404638 s/it)
Iteration 21770: accuracy_at_1 = 35.94%; accuracy_at_5 = 78.12%; loss = 2.208376  (1.403477 s/it)
Iteration 21780: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 1.832992  (1.404437 s/it)
Iteration 21790: accuracy_at_1 = 43.75%; accuracy_at_5 = 90.62%; loss = 1.658418  (1.404225 s/it)
Iteration 21800: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.839147  (1.404409 s/it)
Iteration 21810: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.696938  (1.403847 s/it)
Iteration 21820: accuracy_at_1 = 43.75%; accuracy_at_5 = 78.12%; loss = 1.962428  (1.404862 s/it)
Iteration 21830: accuracy_at_1 = 40.62%; accuracy_at_5 = 82.81%; loss = 1.967181  (1.403598 s/it)
Iteration 21840: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 2.110751  (1.403382 s/it)
Iteration 21850: accuracy_at_1 = 48.44%; accuracy_at_5 = 81.25%; loss = 1.951854  (1.405116 s/it)
Iteration 21860: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.631649  (1.404350 s/it)
Iteration 21870: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 2.033738  (1.403134 s/it)
Iteration 21880: accuracy_at_1 = 48.44%; accuracy_at_5 = 75.00%; loss = 1.847213  (1.406392 s/it)
Iteration 21890: accuracy_at_1 = 42.19%; accuracy_at_5 = 79.69%; loss = 1.952566  (1.403729 s/it)
Iteration 21900: accuracy_at_1 = 39.06%; accuracy_at_5 = 78.12%; loss = 2.227813  (1.404649 s/it)
Iteration 21910: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 1.988599  (1.404180 s/it)
Iteration 21920: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 2.042470  (1.405833 s/it)
Iteration 21930: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.768965  (1.403698 s/it)
Iteration 21940: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.070016  (1.404356 s/it)
Iteration 21950: accuracy_at_1 = 39.06%; accuracy_at_5 = 82.81%; loss = 1.833297  (1.404238 s/it)
Iteration 21960: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.772764  (1.403777 s/it)
Iteration 21970: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.774482  (1.404873 s/it)
Iteration 21980: accuracy_at_1 = 53.12%; accuracy_at_5 = 73.44%; loss = 1.827578  (1.404296 s/it)
Iteration 21990: accuracy_at_1 = 50.00%; accuracy_at_5 = 68.75%; loss = 2.109571  (1.403784 s/it)
Iteration 22000: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.711074  (1.404223 s/it)
Iteration 22010: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.777289  (1.404925 s/it)
Iteration 22020: accuracy_at_1 = 40.62%; accuracy_at_5 = 78.12%; loss = 2.167827  (1.404845 s/it)
Iteration 22030: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.805912  (1.403508 s/it)
Iteration 22040: accuracy_at_1 = 53.12%; accuracy_at_5 = 82.81%; loss = 1.681249  (1.407303 s/it)
Iteration 22050: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.918431  (1.404613 s/it)
Iteration 22060: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.890390  (1.404050 s/it)
Iteration 22070: accuracy_at_1 = 64.06%; accuracy_at_5 = 75.00%; loss = 1.738059  (1.404624 s/it)
Iteration 22080: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 1.915679  (1.405022 s/it)
Iteration 22090: accuracy_at_1 = 57.81%; accuracy_at_5 = 78.12%; loss = 1.885589  (1.404180 s/it)
Iteration 22100: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.876417  (1.404536 s/it)
Iteration 22110: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 2.060081  (1.404705 s/it)
Iteration 22120: accuracy_at_1 = 67.19%; accuracy_at_5 = 84.38%; loss = 1.311370  (1.404224 s/it)
Iteration 22130: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.772716  (1.405724 s/it)
Iteration 22140: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.512247  (1.406895 s/it)
Iteration 22150: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.862217  (1.405754 s/it)
Iteration 22160: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.605828  (1.407050 s/it)
Iteration 22170: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.698102  (1.406124 s/it)
Iteration 22180: accuracy_at_1 = 40.62%; accuracy_at_5 = 79.69%; loss = 2.163555  (1.405795 s/it)
Iteration 22190: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.727129  (1.405905 s/it)
Iteration 22200: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.675423  (1.405833 s/it)
Iteration 22210: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.910837  (1.405552 s/it)
Iteration 22220: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.948775  (1.404559 s/it)
Iteration 22230: accuracy_at_1 = 59.38%; accuracy_at_5 = 84.38%; loss = 1.581022  (1.406582 s/it)
Iteration 22240: accuracy_at_1 = 56.25%; accuracy_at_5 = 89.06%; loss = 1.564097  (1.405788 s/it)
Iteration 22250: accuracy_at_1 = 50.00%; accuracy_at_5 = 79.69%; loss = 1.852712  (1.404891 s/it)
Iteration 22260: accuracy_at_1 = 46.88%; accuracy_at_5 = 67.19%; loss = 2.442014  (1.405995 s/it)
Iteration 22270: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 1.896991  (1.407466 s/it)
Iteration 22280: accuracy_at_1 = 43.75%; accuracy_at_5 = 68.75%; loss = 2.074797  (1.404839 s/it)
Iteration 22290: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 2.189202  (1.406489 s/it)
Iteration 22300: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.782711  (1.406528 s/it)
Iteration 22310: accuracy_at_1 = 39.06%; accuracy_at_5 = 78.12%; loss = 2.126331  (1.405244 s/it)
Iteration 22320: accuracy_at_1 = 43.75%; accuracy_at_5 = 68.75%; loss = 2.188422  (1.405572 s/it)
Iteration 22330: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.626085  (1.406396 s/it)
Iteration 22340: accuracy_at_1 = 51.56%; accuracy_at_5 = 81.25%; loss = 1.775044  (1.405406 s/it)
Iteration 22350: accuracy_at_1 = 59.38%; accuracy_at_5 = 85.94%; loss = 1.540219  (1.405592 s/it)
Iteration 22360: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.913893  (1.406959 s/it)
Iteration 22370: accuracy_at_1 = 57.81%; accuracy_at_5 = 87.50%; loss = 1.602192  (1.406059 s/it)
Iteration 22380: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 2.210670  (1.405622 s/it)
Iteration 22390: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 1.923347  (1.406337 s/it)
Iteration 22400: accuracy_at_1 = 45.31%; accuracy_at_5 = 85.94%; loss = 1.806598  (1.407456 s/it)
Iteration 22410: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.737076  (1.406080 s/it)
Iteration 22420: accuracy_at_1 = 42.19%; accuracy_at_5 = 73.44%; loss = 2.211298  (1.405900 s/it)
Iteration 22430: accuracy_at_1 = 35.94%; accuracy_at_5 = 78.12%; loss = 2.120940  (1.405713 s/it)
Iteration 22440: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.144115  (1.405234 s/it)
Iteration 22450: accuracy_at_1 = 37.50%; accuracy_at_5 = 70.31%; loss = 2.133764  (1.405821 s/it)
Iteration 22460: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.814536  (1.407105 s/it)
Iteration 22470: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 2.086082  (1.405288 s/it)
Iteration 22480: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.781601  (1.405173 s/it)
Iteration 22490: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.724295  (1.406304 s/it)
Iteration 22500: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.747773  (1.406397 s/it)
Iteration 22510: accuracy_at_1 = 60.94%; accuracy_at_5 = 87.50%; loss = 1.499311  (1.405915 s/it)
Iteration 22520: accuracy_at_1 = 43.75%; accuracy_at_5 = 78.12%; loss = 1.824371  (1.406544 s/it)
Iteration 22530: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.961053  (1.405712 s/it)
Iteration 22540: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 1.848051  (1.404778 s/it)
Iteration 22550: accuracy_at_1 = 50.00%; accuracy_at_5 = 76.56%; loss = 1.931247  (1.405114 s/it)
Iteration 22560: accuracy_at_1 = 43.75%; accuracy_at_5 = 84.38%; loss = 1.845866  (1.405580 s/it)
Iteration 22570: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.31%; loss = 2.294402  (1.404987 s/it)
Iteration 22580: accuracy_at_1 = 46.88%; accuracy_at_5 = 78.12%; loss = 2.031775  (1.405414 s/it)
Iteration 22590: accuracy_at_1 = 60.94%; accuracy_at_5 = 78.12%; loss = 1.713630  (1.407386 s/it)
Iteration 22600: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.954093  (1.405253 s/it)
Iteration 22610: accuracy_at_1 = 42.19%; accuracy_at_5 = 71.88%; loss = 2.051856  (1.405556 s/it)
Iteration 22620: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.690763  (1.405828 s/it)
Iteration 22630: accuracy_at_1 = 46.88%; accuracy_at_5 = 81.25%; loss = 1.806931  (1.405039 s/it)
Iteration 22640: accuracy_at_1 = 39.06%; accuracy_at_5 = 73.44%; loss = 2.096469  (1.406462 s/it)
Iteration 22650: accuracy_at_1 = 64.06%; accuracy_at_5 = 84.38%; loss = 1.387448  (1.405899 s/it)
Iteration 22660: accuracy_at_1 = 53.12%; accuracy_at_5 = 84.38%; loss = 1.534078  (1.406635 s/it)
Iteration 22670: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.822167  (1.405182 s/it)
Iteration 22680: accuracy_at_1 = 37.50%; accuracy_at_5 = 76.56%; loss = 2.098961  (1.406046 s/it)
Iteration 22690: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.487861  (1.405678 s/it)
Iteration 22700: accuracy_at_1 = 45.31%; accuracy_at_5 = 78.12%; loss = 1.953454  (1.405195 s/it)
Iteration 22710: accuracy_at_1 = 37.50%; accuracy_at_5 = 65.62%; loss = 2.205353  (1.405085 s/it)
Iteration 22720: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.738407  (1.405413 s/it)
Iteration 22730: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 1.998772  (1.404923 s/it)
Iteration 22740: accuracy_at_1 = 57.81%; accuracy_at_5 = 87.50%; loss = 1.563662  (1.405282 s/it)
Iteration 22750: accuracy_at_1 = 45.31%; accuracy_at_5 = 79.69%; loss = 2.079529  (1.406450 s/it)
Iteration 22760: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.651820  (1.405268 s/it)
Iteration 22770: accuracy_at_1 = 54.69%; accuracy_at_5 = 85.94%; loss = 1.596649  (1.405144 s/it)
Iteration 22780: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.954532  (1.405636 s/it)
Iteration 22790: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.822501  (1.405445 s/it)
Iteration 22800: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.851869  (1.405266 s/it)
Iteration 22810: accuracy_at_1 = 39.06%; accuracy_at_5 = 79.69%; loss = 1.953156  (1.405321 s/it)
Iteration 22820: accuracy_at_1 = 32.81%; accuracy_at_5 = 79.69%; loss = 2.106080  (1.404250 s/it)
Iteration 22830: accuracy_at_1 = 46.88%; accuracy_at_5 = 85.94%; loss = 1.735659  (1.404201 s/it)
Iteration 22840: accuracy_at_1 = 39.06%; accuracy_at_5 = 68.75%; loss = 2.188698  (1.405757 s/it)
Iteration 22850: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.706407  (1.405337 s/it)
Iteration 22860: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.969383  (1.404815 s/it)
Iteration 22870: accuracy_at_1 = 57.81%; accuracy_at_5 = 90.62%; loss = 1.381580  (1.405653 s/it)
Iteration 22880: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 2.060910  (1.407782 s/it)
Iteration 22890: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.964321  (1.405696 s/it)
Iteration 22900: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.726443  (1.420408 s/it)
Iteration 22910: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.755217  (1.404910 s/it)
Iteration 22920: accuracy_at_1 = 54.69%; accuracy_at_5 = 84.38%; loss = 1.662705  (1.404604 s/it)
Iteration 22930: accuracy_at_1 = 50.00%; accuracy_at_5 = 84.38%; loss = 1.698084  (1.405099 s/it)
Iteration 22940: accuracy_at_1 = 56.25%; accuracy_at_5 = 82.81%; loss = 1.604716  (1.405102 s/it)
Iteration 22950: accuracy_at_1 = 54.69%; accuracy_at_5 = 78.12%; loss = 1.723423  (1.404444 s/it)
Iteration 22960: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.831466  (1.405507 s/it)
Iteration 22970: accuracy_at_1 = 50.00%; accuracy_at_5 = 75.00%; loss = 1.897604  (1.406852 s/it)
Iteration 22980: accuracy_at_1 = 48.44%; accuracy_at_5 = 78.12%; loss = 1.861992  (1.406423 s/it)
Iteration 22990: accuracy_at_1 = 39.06%; accuracy_at_5 = 78.12%; loss = 2.154638  (1.404951 s/it)
Iteration 23000: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.716612  (1.405449 s/it)
Iteration 23010: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.932015  (1.404320 s/it)
Iteration 23020: accuracy_at_1 = 51.56%; accuracy_at_5 = 85.94%; loss = 1.743831  (1.403741 s/it)
Iteration 23030: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.604607  (1.405028 s/it)
Iteration 23040: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.864834  (1.404786 s/it)
Iteration 23050: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.835590  (1.405524 s/it)
Iteration 23060: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.431503  (1.404607 s/it)
Iteration 23070: accuracy_at_1 = 46.88%; accuracy_at_5 = 76.56%; loss = 2.180417  (1.405114 s/it)
Iteration 23080: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.880476  (1.404978 s/it)
Iteration 23090: accuracy_at_1 = 40.62%; accuracy_at_5 = 89.06%; loss = 1.898365  (1.404694 s/it)
Iteration 23100: accuracy_at_1 = 43.75%; accuracy_at_5 = 78.12%; loss = 2.101798  (1.405223 s/it)
Iteration 23110: accuracy_at_1 = 45.31%; accuracy_at_5 = 75.00%; loss = 1.846973  (1.403772 s/it)
Iteration 23120: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 1.847804  (1.405563 s/it)
Iteration 23130: accuracy_at_1 = 39.06%; accuracy_at_5 = 78.12%; loss = 1.967521  (1.405071 s/it)
Iteration 23140: accuracy_at_1 = 42.19%; accuracy_at_5 = 84.38%; loss = 1.925074  (1.404277 s/it)
Iteration 23150: accuracy_at_1 = 45.31%; accuracy_at_5 = 73.44%; loss = 2.052324  (1.404362 s/it)
Iteration 23160: accuracy_at_1 = 50.00%; accuracy_at_5 = 78.12%; loss = 1.966830  (1.405037 s/it)
Iteration 23170: accuracy_at_1 = 51.56%; accuracy_at_5 = 82.81%; loss = 1.708224  (1.405103 s/it)
Iteration 23180: accuracy_at_1 = 57.81%; accuracy_at_5 = 81.25%; loss = 1.585154  (1.404278 s/it)
Iteration 23190: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.833656  (1.405199 s/it)
Iteration 23200: accuracy_at_1 = 51.56%; accuracy_at_5 = 76.56%; loss = 1.984225  (1.405236 s/it)
Iteration 23210: accuracy_at_1 = 45.31%; accuracy_at_5 = 76.56%; loss = 1.942944  (1.403921 s/it)
Iteration 23220: accuracy_at_1 = 50.00%; accuracy_at_5 = 81.25%; loss = 1.885695  (1.405882 s/it)
Iteration 23230: accuracy_at_1 = 56.25%; accuracy_at_5 = 81.25%; loss = 1.835034  (1.405538 s/it)
Iteration 23240: accuracy_at_1 = 43.75%; accuracy_at_5 = 81.25%; loss = 1.976407  (1.404177 s/it)
Iteration 23250: accuracy_at_1 = 51.56%; accuracy_at_5 = 84.38%; loss = 1.777507  (1.405375 s/it)
Iteration 23260: accuracy_at_1 = 43.75%; accuracy_at_5 = 78.12%; loss = 1.872833  (1.405149 s/it)
Iteration 23270: accuracy_at_1 = 39.06%; accuracy_at_5 = 70.31%; loss = 2.149856  (1.404651 s/it)
Iteration 23280: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.836581  (1.404354 s/it)
Iteration 23290: accuracy_at_1 = 40.62%; accuracy_at_5 = 71.88%; loss = 2.371274  (1.404709 s/it)
Iteration 23300: accuracy_at_1 = 46.88%; accuracy_at_5 = 75.00%; loss = 2.043100  (1.404533 s/it)
Iteration 23310: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.965255  (1.404413 s/it)
Iteration 23320: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 1.993975  (1.405064 s/it)
Iteration 23330: accuracy_at_1 = 56.25%; accuracy_at_5 = 85.94%; loss = 1.403078  (1.404397 s/it)
Iteration 23340: accuracy_at_1 = 39.06%; accuracy_at_5 = 67.19%; loss = 2.229861  (1.404676 s/it)
Iteration 23350: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.732367  (1.405009 s/it)
Iteration 23360: accuracy_at_1 = 43.75%; accuracy_at_5 = 67.19%; loss = 2.268987  (1.406459 s/it)
Iteration 23370: accuracy_at_1 = 40.62%; accuracy_at_5 = 73.44%; loss = 2.251282  (1.404117 s/it)
Iteration 23380: accuracy_at_1 = 42.19%; accuracy_at_5 = 78.12%; loss = 2.125971  (1.404649 s/it)
Iteration 23390: accuracy_at_1 = 43.75%; accuracy_at_5 = 82.81%; loss = 1.805796  (1.405795 s/it)
Iteration 23400: accuracy_at_1 = 57.81%; accuracy_at_5 = 84.38%; loss = 1.625314  (1.404471 s/it)
Iteration 23410: accuracy_at_1 = 54.69%; accuracy_at_5 = 75.00%; loss = 2.155964  (1.404691 s/it)
Iteration 23420: accuracy_at_1 = 45.31%; accuracy_at_5 = 70.31%; loss = 2.316076  (1.405241 s/it)
Iteration 23430: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.717534  (1.404395 s/it)
Iteration 23440: accuracy_at_1 = 43.75%; accuracy_at_5 = 75.00%; loss = 2.134033  (1.406411 s/it)
Iteration 23450: accuracy_at_1 = 57.81%; accuracy_at_5 = 82.81%; loss = 1.707508  (1.405734 s/it)
Iteration 23460: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 1.894559  (1.405573 s/it)
Iteration 23470: accuracy_at_1 = 45.31%; accuracy_at_5 = 81.25%; loss = 1.971501  (1.403956 s/it)
Iteration 23480: accuracy_at_1 = 50.00%; accuracy_at_5 = 82.81%; loss = 1.747451  (1.404980 s/it)
Iteration 23490: accuracy_at_1 = 40.62%; accuracy_at_5 = 82.81%; loss = 1.798248  (1.404217 s/it)
Iteration 23500: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.976838  (1.404663 s/it)
Iteration 23510: accuracy_at_1 = 43.75%; accuracy_at_5 = 76.56%; loss = 1.939865  (1.404966 s/it)
Iteration 23520: accuracy_at_1 = 48.44%; accuracy_at_5 = 82.81%; loss = 1.766370  (1.404627 s/it)
Iteration 23530: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.811478  (1.404051 s/it)
Iteration 23540: accuracy_at_1 = 35.94%; accuracy_at_5 = 73.44%; loss = 2.313631  (1.405151 s/it)
Iteration 23550: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.803123  (1.407381 s/it)
Iteration 23560: accuracy_at_1 = 51.56%; accuracy_at_5 = 90.62%; loss = 1.541045  (1.404526 s/it)
Iteration 23570: accuracy_at_1 = 42.19%; accuracy_at_5 = 76.56%; loss = 1.966775  (1.404759 s/it)
Iteration 23580: accuracy_at_1 = 40.62%; accuracy_at_5 = 85.94%; loss = 1.958349  (1.405003 s/it)
Iteration 23590: accuracy_at_1 = 64.06%; accuracy_at_5 = 84.38%; loss = 1.430258  (1.405486 s/it)
Iteration 23600: accuracy_at_1 = 50.00%; accuracy_at_5 = 73.44%; loss = 1.947092  (1.405639 s/it)
Iteration 23610: accuracy_at_1 = 53.12%; accuracy_at_5 = 76.56%; loss = 1.873436  (1.404996 s/it)
Iteration 23620: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.934358  (1.405463 s/it)
Iteration 23630: accuracy_at_1 = 53.12%; accuracy_at_5 = 75.00%; loss = 1.884845  (1.404660 s/it)
Iteration 23640: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 1.890992  (1.406283 s/it)
Iteration 23650: accuracy_at_1 = 56.25%; accuracy_at_5 = 79.69%; loss = 1.821376  (1.404756 s/it)
Iteration 23660: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.823575  (1.404299 s/it)
Iteration 23670: accuracy_at_1 = 48.44%; accuracy_at_5 = 79.69%; loss = 1.810028  (1.405042 s/it)
Iteration 23680: accuracy_at_1 = 50.00%; accuracy_at_5 = 64.06%; loss = 2.115688  (1.404979 s/it)
Iteration 23690: accuracy_at_1 = 53.12%; accuracy_at_5 = 79.69%; loss = 1.743602  (1.404959 s/it)
Iteration 23700: accuracy_at_1 = 56.25%; accuracy_at_5 = 84.38%; loss = 1.625181  (1.404795 s/it)
Iteration 23710: accuracy_at_1 = 54.69%; accuracy_at_5 = 79.69%; loss = 1.841163  (1.406876 s/it)
Iteration 23720: accuracy_at_1 = 54.69%; accuracy_at_5 = 82.81%; loss = 1.661566  (1.407112 s/it)
Iteration 23730: accuracy_at_1 = 42.19%; accuracy_at_5 = 81.25%; loss = 2.037976  (1.405583 s/it)
Iteration 23740: accuracy_at_1 = 43.75%; accuracy_at_5 = 79.69%; loss = 2.041620  (1.405145 s/it)
Iteration 23750: accuracy_at_1 = 45.31%; accuracy_at_5 = 82.81%; loss = 1.717155  (1.405017 s/it)
Iteration 23760: accuracy_at_1 = 53.12%; accuracy_at_5 = 78.12%; loss = 1.930637  (1.405562 s/it)
Iteration 23770: accuracy_at_1 = 62.50%; accuracy_at_5 = 82.81%; loss = 1.500338  (1.405760 s/it)
Iteration 23780: accuracy_at_1 = 53.12%; accuracy_at_5 = 81.25%; loss = 1.746107  (1.405530 s/it)
Iteration 23790: accuracy_at_1 = 51.56%; accuracy_at_5 = 79.69%; loss = 1.866023  (1.405847 s/it)
Iteration 23800: accuracy_at_1 = 53.12%; accuracy_at_5 = 87.50%; loss = 1.552131  (1.406171 s/it)
Iteration 23810: accuracy_at_1 = 40.62%; accuracy_at_5 = 76.56%; loss = 2.154598  (1.405287 s/it)
Iteration 23820: accuracy_at_1 = 48.44%; accuracy_at_5 = 76.56%; loss = 2.011145  (1.404028 s/it)
Iteration 23830: accuracy_at_1 = 54.69%; accuracy_at_5 = 89.06%; loss = 1.480437  (1.407320 s/it)
Iteration 23840: accuracy_at_1 = 51.56%; accuracy_at_5 = 78.12%; loss = 1.757989  (1.408195 s/it)
Iteration 23850: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 2.029687  (1.404570 s/it)
Iteration 23860: accuracy_at_1 = 46.88%; accuracy_at_5 = 73.44%; loss = 1.822076  (1.404399 s/it)
Iteration 23870: accuracy_at_1 = 43.75%; accuracy_at_5 = 70.31%; loss = 2.062272  (1.405527 s/it)
Iteration 23880: accuracy_at_1 = 37.50%; accuracy_at_5 = 76.56%; loss = 2.060085  (1.404329 s/it)
Iteration 23890: accuracy_at_1 = 54.69%; accuracy_at_5 = 81.25%; loss = 1.747837  (1.404648 s/it)
Iteration 23900: accuracy_at_1 = 46.88%; accuracy_at_5 = 79.69%; loss = 1.800171  (1.405103 s/it)
Iteration 23910: accuracy_at_1 = 46.88%; accuracy_at_5 = 82.81%; loss = 1.846651  (1.403889 s/it)
